5.881, -5.581, -1.360
5.850, -5.572, -1.363
5.904, -5.591, -1.365
5.947, -5.606, -1.367
5.959, -5.613, -1.375
5.968, -5.619, -1.382
5.990, -5.628, -1.384
6.008, -5.634, -1.386
6.014, -5.637, -1.386
6.019, -5.639, -1.386
6.029, -5.632, -1.384
6.037, -5.627, -1.382
6.039, -5.636, -1.386
6.040, -5.643, -1.389
6.028, -5.648, -1.390
6.019, -5.652, -1.391
6.019, -5.657, -1.395
6.020, -5.661, -1.398
6.023, -5.648, -1.400
6.026, -5.637, -1.402
6.042, -5.637, -1.403
6.055, -5.637, -1.403
6.060, -5.644, -1.405
6.064, -5.649, -1.407
6.051, -5.650, -1.408
6.040, -5.650, -1.409
6.034, -5.641, -1.410
6.030, -5.635, -1.410
6.025, -5.621, -1.411
6.021, -5.609, -1.412
6.023, -5.606, -1.411
6.026, -5.603, -1.410
6.036, -5.603, -1.412
6.043, -5.603, -1.414
6.050, -5.625, -1.414
6.055, -5.642, -1.414
6.064, -5.629, -1.413
6.072, -5.619, -1.412
6.013, -5.559, -1.421
5.966, -5.510, -1.430
6.241, -5.682, -1.421
6.461, -5.819, -1.412
6.319, -5.731, -1.391
6.206, -5.662, -1.370
6.268, -5.658, -1.370
6.318, -5.656, -1.370
6.299, -5.638, -1.375
6.284, -5.624, -1.381
6.210, -5.663, -1.384
6.151, -5.694, -1.388
6.237, -5.540, -1.393
6.306, -5.416, -1.398
6.206, -5.463, -1.391
6.126, -5.501, -1.384
6.088, -5.516, -1.378
6.057, -5.527, -1.372
6.227, -5.682, -1.383
6.362, -5.805, -1.395
6.381, -5.729, -1.420
6.396, -5.668, -1.445
6.455, -5.760, -1.426
6.502, -5.835, -1.407
6.400, -5.591, -1.193
6.318, -5.397, -0.980
6.208, -6.206, 0.139
6.121, -6.853, 1.258
6.236, -8.473, 1.920
6.329, -9.769, 2.581
5.661, -5.436, 3.420
5.127, -1.970, 4.258
5.050, 2.755, 4.634
4.989, 6.535, 5.010
5.222, 9.840, 4.788
5.409, 12.484, 4.566
5.194, 13.796, 4.879
5.022, 14.845, 5.192
4.870, 14.633, 5.439
4.748, 14.463, 5.686
5.108, 12.142, 5.130
5.397, 10.285, 4.575
4.097, 6.255, 3.313
3.057, 3.032, 2.051
3.058, -0.675, 0.501
3.058, -3.641, -1.048
5.163, -9.472, -2.278
6.846, -14.137, -3.507
4.497, -14.383, -3.224
2.617, -14.580, -2.942
3.832, -13.300, -3.618
4.804, -12.276, -4.294
5.888, -12.294, -5.189
